"id","pid","case_number","allegation","ia_finding","crb_decision","vote","unanimous_vote"
"22-96","3.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","3.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","3.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","3.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","4.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","4.0","2021-0327","FORCE","U","D/C","12 0 1","YES"
"22-96","4.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","4.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","4.0","2021-0327","FORCE","U","D/C","12 0 1","YES"
"22-96","4.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","5.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","5.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","5.0","2021-0327","OF3 PROCEDURE","S","A","12 0 1","YES"
"22-96","5.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","5.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","5.0","2021-0327","OF3 PROCEDURE","S","A","12 0 1","YES"
"22-96","6.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","6.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","6.0","2021-0327","OF3 PROCEDURE","S","A","12 0 1","YES"
"22-96","6.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","6.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","6.0","2021-0327","OF3 PROCEDURE","S","A","12 0 1","YES"
"22-96","7.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","7.0","2021-0327","OF1 PROCEDURE","S","A","12 0 1","YES"
"22-96","7.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","7.0","2021-0327","OF1 PROCEDURE","S","A","12 0 1","YES"
"22-97","1.0","2021-0566","DETENTION","E","A","8 0 0","YES"
"22-97","1.0","2021-0566","DISCRIMINATION","U","A","8 0 0","YES"
"22-98","1.0","2021-0255","DETENTION","E","A","8 0 0","YES"
"22-99","1.0","2021-0304","FORCE","E","A/C","9 0 2","YES"
"22-99","2.0","2021-0304","FORCE","E","A/C","9 0 2","YES"
