id,case_number,allegation,ia_finding,crb_decision,unanimous_vote,date_assigned,date_presented,pd_division,complainant_race,complainant_gender,changes,crb_viewed_bwc
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,ARREST,E,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,ARREST,E,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,ARREST,E,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,ARREST,E,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,FORCE,E,A,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-103,2020-0389,PROCEDURE,U,A/C,YES,2021-01-11,2021-04-27,CENTRAL,O,F,YES,YES
21-104,2020-0187,OIS,WP,A,YES,2020-12-22,2021-04-27,WESTERN,H,M,NO,YES
21-105,2020-0598,DETENTION,E,A,YES,2021-02-17,2021-05-04,MID-CITY,unkn,M,NO,YES
21-105,2020-0598,PROCEDURE,U,A,YES,2021-02-17,2021-05-04,MID-CITY,unkn,M,NO,YES
21-105,2020-0598,DETENTION,E,A,YES,2021-02-17,2021-05-04,MID-CITY,unkn,M,NO,YES
21-105,2020-0598,PROCEDURE,U,A,YES,2021-02-17,2021-05-04,MID-CITY,unkn,M,NO,YES
21-105,2020-0598,OF1. PROCEDURE,S,A,YES,2021-02-17,2021-05-04,MID-CITY,unkn,M,NO,YES
21-106,2020-0589,DISCRIMINATION,NS,A,YES,2021-03-04,2021-05-04,NORTHERN,W,M,NO,NO
21-106,2020-0589,DISCRIMINATION,NS,A,YES,2021-03-04,2021-05-04,NORTHERN,W,M,NO,NO
21-106,2020-0589,PROCEDURE,S,A,YES,2021-03-04,2021-05-04,NORTHERN,W,M,NO,NO
21-107,2020-0487,ARREST,E,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-107,2020-0487,FORCE,E,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-107,2020-0487,DISCRIMINATION,U,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-107,2020-0487,PROCEDURE,S,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-107,2020-0487,ARREST,E,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-107,2020-0487,FORCE,E,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-107,2020-0487,DISCRIMINATION,U,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-107,2020-0487,PROCEDURE,S,A,YES,2021-03-18,2021-05-04,CENTRAL,W,M,NO,YES
21-108,2020-0451,OF 1 PROCEDURE,S,A,YES,2021-02-18,2021-05-04,SOUTHERN,H,M,NO,YES
21-108,2020-0451,FORCE,E,A,YES,2021-02-18,2021-05-04,SOUTHERN,H,M,NO,YES
21-108,2020-0451,FORCE,E,A,YES,2021-02-18,2021-05-04,SOUTHERN,H,M,NO,YES
21-108,2020-0451,FORCE,E,A,YES,2021-02-18,2021-05-04,SOUTHERN,H,M,NO,YES
21-108,2020-0451,COURTESY,S,A,YES,2021-02-18,2021-05-04,SOUTHERN,H,M,NO,YES
21-108,2020-0451,OF 2 PROCEDURE,S,A,YES,2021-02-18,2021-05-04,SOUTHERN,H,M,NO,YES
21-108,2020-0451,OF 2 PROCEDURE,S,A,YES,2021-02-18,2021-05-04,SOUTHERN,H,M,NO,YES
21-109,2020-0416,DISCRIMINATION,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,DISCRIMINATION,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,OF 3 PROCEDURE,S,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,FORCE,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,FORCE,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,DISCRIMINATION,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,DISCRIMINATION,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,OF 2 PROCEDURE,S,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,FORCE,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,FORCE,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,DETENTION,E,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,DETENTION,E,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,PROCEDURE,E,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,PROCEDURE,E,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,CRIMINAL CONDUCT,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,CRIMINAL CONDUCT,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,DISCRIMINATION,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,DISCRIMINATION,U,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-109,2020-0416,OF 1 PROCEDURE,S,A,YES,2021-02-01,2021-05-11,WESTERN,B,F,NO,YES
21-11,2019-0529,PROCEDURE,U,A,YES,2019-07-26,2020-08-25,CENTRAL,B,M,NO,YES
21-11,2019-0529,PROCEDURE,U,A,YES,2019-07-26,2020-08-25,CENTRAL,B,M,NO,YES
21-11,2019-0529,COURTESY,E,A,YES,2019-07-26,2020-08-25,CENTRAL,B,M,NO,YES
21-11,2019-0529,FORCE,U,A,YES,2019-07-26,2020-08-25,CENTRAL,B,M,NO,YES
21-11,2019-0529,PROCEDURE,U,A,YES,2019-07-26,2020-08-25,CENTRAL,B,M,NO,YES
21-11,2019-0529,PROCEDURE,U,A,YES,2019-07-26,2020-08-25,CENTRAL,B,M,NO,YES
21-11,2019-0529,COURTESY,E,A,YES,2019-07-26,2020-08-25,CENTRAL,B,M,NO,YES
21-110,2020-0505,PERFORMANCE OF DUTY,E,A,YES,2021-04-07,2021-05-11,NORTHERN,W,F,NO,YES
21-110,2020-0505,COURTESY,U,A,YES,2021-04-07,2021-05-11,NORTHERN,W,F,NO,YES
21-110,2020-0505,PROCEDURE,N/S,A/C,YES,2021-04-07,2021-05-11,NORTHERN,W,F,NO,YES
21-110,2020-0505,DISCRIMINATION,U,A,YES,2021-04-07,2021-05-11,NORTHERN,W,F,NO,YES
21-111,2020-0466,ARREST,E,A,YES,2021-03-10,2021-05-11,WESTERN,ME,M,NO,YES
21-111,2020-0466,DISCRIMINATION,U,A,YES,2021-03-10,2021-05-11,WESTERN,ME,M,NO,YES
21-111,2020-0466,OF 1 PROCEDURE,S,A,YES,2021-03-10,2021-05-11,WESTERN,ME,M,NO,YES
21-111,2020-0466,COURTESY,U,A,YES,2021-03-10,2021-05-11,WESTERN,ME,M,NO,YES
21-111,2020-0466,OF 1 PROCEDURE,S,A,YES,2021-03-10,2021-05-11,WESTERN,ME,M,NO,YES
21-112,2020-0797,DETENTION,E,A,YES,2021-03-18,2021-05-11,SOUTHERN,W,F,NO,YES
21-112,2020-0797,FORCE,U,A,YES,2021-03-18,2021-05-11,SOUTHERN,W,F,NO,YES
21-113,2019-0594,DISCRIMINATION,U,A,YES,2019-12-19,2021-05-25,EASTERN,B,M,YES,YES
21-113,2019-0594,ARREST,E,D/C,YES,2019-12-19,2021-05-25,EASTERN,B,M,YES,YES
21-113,2019-0594,COURTESY,NS,A,YES,2019-12-19,2021-05-25,EASTERN,B,M,YES,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,OF2 PROCEDURE,S,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,OF1 PROCEDURE,S,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,OF1 PROCEDURE,S,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,OF2 PROCEDURE,S,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,OF2 PROCEDURE,S,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,FORCE,E,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-114,2020-0511,OF1 PROCEDURE,S,A,YES,2021-02-08,2021-05-25,WESTERN,W,F,NO,YES
21-115,2020-0443,PROCEDURE,S,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,PROCEDURE,U,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,COURTESY,U,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,OF1 PROCEDURE,S,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,OF2 PROCEDURE,S,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,DETENTION,E,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,FORCE,E,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,PROCEDURE,U,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,PROCEDURE,E,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,PROCEDURE,S,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,PROCEDURE,U,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,COURTESY,U,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-115,2020-0443,CRIMINAL CONDUCT,U,A,YES,2021-02-17,2021-05-25,NORTHERN,unkn,M,YES,YES
21-116,2020-0550,DISCRIMINATION,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,COURTESY,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,PROCEDURE,E,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,COURTESY,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,OF 3 PROCEDURE,S,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,DISCRIMINATION,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,COURTESY,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,PROCEDURE,E,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,PROCEDURE,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,FORCE,E,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,PROCEDURE,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,OF 1 PROCEDURE,S,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,COURTESY,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,DISCRIMINATION,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,COURTESY,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,PROCEDURE,E,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,PROCEDURE,S,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,OF 2 PROCEDURE,S,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,DISCRIMINATION,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,COURTESY,U,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,PROCEDURE,E,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-116,2020-0550,OF 1 PROCEDURE,S,A,YES,2021-03-24,2021-06-08,NORTHERN,B,M,NO,YES
21-117,2020-0401,ARREST,E,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,FORCE,E,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,OF 1 PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,DETENTION,E,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,COURTESY,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-117,2020-0401,PROCEDURE,S,A,YES,2021-01-20,2021-06-08,CENTRAL,B,F,NO,YES
21-118,2020-0807,FORCE,E,A,YES,2021-04-14,2021-06-22,NORTHERN,W,M,NO,YES
21-119,2020-0678,OF 1 PROCEDURE,S,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,OF 2 PROCEDURE,S,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,FORCE,U,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,OF 1 PROCEDURE,S,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,FORCE,E,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,OF 1 PROCEDURE,S,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,FORCE,E,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,OF 1 PROCEDURE,S,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-119,2020-0678,OF 1 PROCEDURE,S,A,YES,2021-05-12,2021-06-22,SOUTHERN,unkn,M,,YES
21-12,2019-0422,FORCE,E,A,YES,2019-05-26,2020-08-25,NORTHERN,W,F,NO,YES
21-12,2019-0422,FORCE,E,A,YES,2019-05-26,2020-08-25,NORTHERN,W,F,NO,YES
21-12,2019-0422,COURTESY,U,A,YES,2019-05-26,2020-08-25,NORTHERN,W,F,NO,YES
21-12,2019-0422,COURTESY,U,A,YES,2019-05-26,2020-08-25,NORTHERN,W,F,NO,YES
21-12,2019-0422,CONDUCT,U,A,YES,2019-05-26,2020-08-25,NORTHERN,W,F,NO,YES
21-12,2019-0422,CONDUCT,U,A,YES,2019-05-26,2020-08-25,NORTHERN,W,F,NO,YES
21-120,2020-0577,OF 1 PROCEDURE,S,A,YES,2021-02-11,2021-06-22,SOUTHEASTERN,H,M,NO,YES
21-120,2020-0577,ARREST,E,A,YES,2021-02-11,2021-06-22,SOUTHEASTERN,H,M,NO,YES
21-120,2020-0577,OF 1 PROCEDURE,S,A,YES,2021-02-11,2021-06-22,SOUTHEASTERN,H,M,NO,YES
21-120,2020-0577,OF 1 PROCEDURE,S,A,YES,2021-02-11,2021-06-22,SOUTHEASTERN,H,M,NO,YES
21-121,2020-0051,DISCRIMINATION,NS,D/C,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-121,2020-0051,DISCRIMINATION,NS,D/C,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-121,2020-0051,DISCRIMINATION,NS,D/C,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-121,2020-0051,DISCRIMINATION,NS,D/C,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-121,2020-0051,OF1 PROCEDURE,S,A,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-121,2020-0051,DISCRIMINATION,NS,D/C,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-121,2020-0051,OF1 PROCEDURE,S,A,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-121,2020-0051,DISCRIMINATION,NS,D/C,NO,2021-01-14,2021-06-29,MID-CITY,B,F,YES,YES
21-122,2020-0612,PROCEDURE,E,A,YES,2021-03-08,2021-06-29,NORTHWESTERN,W,M,NO,YES
21-122,2020-0612,CONDUCT,U,A,YES,2021-03-08,2021-06-29,NORTHWESTERN,W,M,NO,YES
21-122,2020-0612,PROCEDURE,E,A,YES,2021-03-08,2021-06-29,NORTHWESTERN,W,M,NO,YES
21-122,2020-0612,PROCEDURE,E,A,YES,2021-03-08,2021-06-29,NORTHWESTERN,W,M,NO,YES
21-123,2020-0265,DISCRIMINATION,NS,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-123,2020-0265,PROCEDURE,NS,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-123,2020-0265,PROCEDURE,NS,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-123,2020-0265,OF1 PROCEDURE,S,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-123,2020-0265,DISCRIMINATION,NS,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-123,2020-0265,PROCEDURE,S,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-123,2020-0265,COURTESY,NS,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-123,2020-0265,OF1 PROCEDURE,S,A,NO,2020-09-21,2021-06-29,SOUTHEASTERN,H,M,NO,YES
21-124,2020-0458,DETENTION,E,A,YES,2021-03-03,2021-06-29,CENTRAL,B,M,NO,YES
21-124,2020-0458,DISCRIMINATION,NS,A/C,YES,2021-03-03,2021-06-29,CENTRAL,B,M,NO,YES
21-13,2019-0659,DISCRIMINATION,U,A,YES,2020-01-17,2020-08-25,MID-CITY,A,M,NO,YES
21-14,2019-0518,DISCRIMINATION,U,A,YES,2019-12-19,2020-09-08,SOUTHEASTERN,B,F,NO,YES
21-14,2019-0518,DISCRIMINATION,U,A,YES,2019-12-19,2020-09-08,SOUTHEASTERN,B,F,NO,YES
21-14,2019-0518,DISCRIMINATION,U,A,YES,2019-12-19,2020-09-08,SOUTHEASTERN,B,F,NO,YES
21-14,2019-0518,DISCRIMINATION,U,A,YES,2019-12-19,2020-09-08,SOUTHEASTERN,B,F,NO,YES
21-14,2019-0518,PROCEDURE,E,A,YES,2019-12-19,2020-09-08,SOUTHEASTERN,B,F,NO,YES
21-14,2019-0518,DISCRIMINATION,U,A,YES,2019-12-19,2020-09-08,SOUTHEASTERN,B,F,NO,YES
21-15,2020-0059,PROCEDURE,E,A,YES,2020-04-09,2020-09-08,CENTRAL,W,M,NO,NO (OTHER VIDEO)
21-15,2020-0059,PROCEDURE,E,A,YES,2020-04-09,2020-09-08,CENTRAL,W,M,NO,NO (OTHER VIDEO)
21-15,2020-0059,PROCEDURE,U,A,YES,2020-04-09,2020-09-08,CENTRAL,W,M,NO,NO (OTHER VIDEO)
21-16,2020-0299,ARREST,E,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-16,2020-0299,FORCE,E,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-16,2020-0299,DISCRIMINATION,U,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-16,2020-0299,FORCE,E,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-16,2020-0299,DISCRIMINATION,U,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-16,2020-0299,OF1 PROCEDURE,S,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-16,2020-0299,FORCE,U,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-16,2020-0299,DISCRIMINATION,U,A,YES,2020-06-10,2020-09-08,WESTERN,B,F,NO,YES
21-17,2019-0583,FORCE,E,A,YES,2020-02-13,2020-09-08,NORTHERN,W,M,NO,YES
21-17,2019-0583,FORCE,E,A,YES,2020-02-13,2020-09-08,NORTHERN,W,M,NO,YES
21-17,2019-0583,FORCE,E,A,YES,2020-02-13,2020-09-08,NORTHERN,W,M,NO,YES
21-17,2019-0583,COURTESY,E,A,YES,2020-02-13,2020-09-08,NORTHERN,W,M,NO,YES
21-18,2019-0741,DISCRIMINATION,U,A,YES,2020-04-22,2020-09-08,NORTHEASTERN,B,M,NO,YES
21-18,2019-0741,COURTESY,U,A,YES,2020-04-22,2020-09-08,NORTHEASTERN,B,M,NO,YES
21-19,2019-0635,DISCRIMINATION,U,A,YES,2020-04-09,2020-09-15,CENTRAL,B,M,NO,NO
21-19,2019-0635,DISCRIMINATION,U,A,YES,2020-04-09,2020-09-15,CENTRAL,B,M,NO,NO
21-20,2020-0069,FORCE,E,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,OF5 PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,FORCE,E,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,PROCEDURE,E,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,OF1 PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,OF2 CONDUCT,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,OF3 PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,OF4 PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,OF6 PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,FORCE,E,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,PROCEDURE,E,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
